building_area,building_perimeter,roof_type,road_length,waterbody_area,vegetation_index,area_perimeter_ratio,building_density,road_density,has_water,timestamp
279.3183282490909,68.4636509033772,RCC,121.57543759456854,0.0,8.30152649387382,4.079804691740561,0.5586366564981817,0.4352576428528965,0,2023-11-01 14:40:55.910203
161.62947085464035,55.82876280548242,Tiled,48.30378899276379,0.0,18.22067579314706,2.895093135463054,0.3232589417092807,0.2988550815547134,0,2023-11-02 14:40:55.910203
38.4148228185103,23.534089367619984,Tin,74.67893773310968,0.0,71.77397604063384,1.632305401162408,0.0768296456370206,1.944013542426437,0,2023-11-03 14:40:55.910203
127.44691272501016,64.05670835808304,Others,72.80421125767047,0.0,53.45097940994313,1.9895950635330004,0.2548938254500203,0.5712512694874571,0,2023-11-04 14:40:55.910203
341.5218244709215,71.75396124457046,RCC,127.35097082133433,0.0,35.34213170448584,4.759623215047808,0.683043648941843,0.37289262742060825,0,2023-11-05 14:40:55.910203
197.17513230099433,51.05316170458352,Tiled,54.67394926923432,0.0,15.507775111364797,3.8621531332336456,0.3943502646019887,0.27728622952556975,0,2023-11-06 14:40:55.910203
66.51743323572019,34.99483980070244,Tin,35.70680893274016,0.0,99.46523856595857,1.9007782779907665,0.1330348664714404,0.536803761946149,0,2023-11-07 14:40:55.910203
81.71315372233406,35.46632433482304,Others,60.30334394048393,252.04983326791216,57.73610212083102,2.3039644775970913,0.1634263074446681,0.7379881996405367,1,2023-11-08 14:40:55.910203
110.2230172604876,45.861230143516984,RCC,84.08765413659854,0.0,18.059314565247085,2.4034029290569734,0.2204460345209752,0.762886513757735,0,2023-11-09 14:40:55.910203
102.96054003901956,35.425563493864104,Tiled,108.93526744754517,26.779783320454737,7.067034143597159,2.906390949870478,0.20592108007803914,1.0580292833374034,1,2023-11-10 14:40:55.910203
115.7815910603442,43.2250596657542,Tin,53.46670047794109,0.0,49.20566758328123,2.678575559572879,0.23156318212068838,0.46178930110129063,0,2023-11-11 14:40:55.910203
141.65322262996216,53.449502740170054,Others,65.65515621313841,0.0,28.972417037831903,2.6502252166562674,0.2833064452599243,0.4634921432119896,0,2023-11-12 14:40:55.910203
284.18420240792744,65.18354575395765,RCC,123.46706736527119,0.0,6.60468682114241,4.3597535967260495,0.5683684048158549,0.43446140174104775,0,2023-11-13 14:40:55.910203
89.46805487057134,33.62053148171785,Tiled,61.40555090665452,445.26948617281977,26.677934377021487,2.6611135596743516,0.17893610974114268,0.686340507895764,1,2023-11-14 14:40:55.910203
41.723529664946646,30.327512249726205,Tin,34.164599064092066,0.0,37.81309824156519,1.3757649472075764,0.0834470593298933,0.8188328868533388,0,2023-11-15 14:40:55.910203
261.41806291849406,56.53042563622328,Others,41.805633726739714,0.0,37.099771343125354,4.624378029211333,0.5228361258369881,0.1599186877146104,0,2023-11-16 14:40:55.910203
399.84125146224386,84.15864570842145,RCC,150.97656137355057,0.0,28.437652579303734,4.751041837062159,0.7996825029244877,0.3775912576399479,0,2023-11-17 14:40:55.910203
70.62786370790609,31.130895123468086,Tiled,46.51122231353086,1043.2602660399714,21.708773955260448,2.2687385363977084,0.1412557274158122,0.6585392678355232,1,2023-11-18 14:40:55.910203
36.04073413147671,23.094635043348745,Tin,14.75829483484706,0.0,35.525424337569966,1.5605673137185654,0.07208146826295342,0.4094892843059043,0,2023-11-19 14:40:55.910203
76.40839999396451,38.936131139673975,Others,24.13750291952898,0.0,52.001542728885376,1.9624034488034874,0.15281679998792902,0.3159011653893346,0,2023-11-20 14:40:55.910203
150.82852454944714,49.994208547189785,RCC,95.96937066879279,0.0,17.626041519996402,3.0169198776326156,0.3016570490988943,0.636281302354378,0,2023-11-21 14:40:55.910203
80.42256009414716,33.198414723272286,Tiled,10.719466150530707,0.0,23.036515144340175,2.4224818667407213,0.1608451201882943,0.13328929102347162,0,2023-11-22 14:40:55.910203
30.0,23.303846865219697,Tin,10.0,0.0,61.50307734195795,1.2873410508645704,0.06,0.33333332222222256,0,2023-11-23 14:40:55.910203
76.4092781181087,23.571740901913486,Others,81.89813406286405,101.85641450237239,88.15927389750422,3.241562648872632,0.1528185562362174,1.0718349264396412,1,2023-11-24 14:40:55.910203
477.7219911099883,82.18040066050466,RCC,163.49943887675772,0.0,43.405473474931135,5.8130890267913875,0.9554439822199766,0.34224808900804055,0,2023-11-25 14:40:55.910203
530.8859488900146,105.03408328358734,Tiled,109.64843961232798,133.8074061620943,13.813870521095168,5.054415930895787,1.0617718977800292,0.20653859766875393,1,2023-11-26 14:40:55.910203
58.09402842444184,29.866931348819588,Tin,37.46015331288525,0.0,75.49587031296231,1.9450952560495505,0.11618805684888367,0.6448193331400194,0,2023-11-27 14:40:55.910203
271.90397499408965,73.06102936504423,Others,38.675684358974394,0.0,33.09148214342716,3.7216006075405836,0.5438079499881793,0.142240231013816,0,2023-11-28 14:40:55.910203
289.3414862117399,70.38395145353358,RCC,136.25077093743906,0.0,6.303672714723717,4.110901364949045,0.5786829724234798,0.47089953207343144,0,2023-11-29 14:40:55.910203
226.4082510808627,58.53066815583366,Tiled,36.680301648679716,477.76869501536953,6.221235101897795,3.868198575998972,0.4528165021617254,0.16200956154009433,1,2023-11-30 14:40:55.910203
185.90682811320528,55.30681461449576,Tin,18.046108009468433,307.9542846329346,29.841314013852315,3.361372844334933,0.37181365622641055,0.09707071061106376,1,2023-12-01 14:40:55.910203
154.03876790987638,40.912211272503534,Others,56.524399559290245,0.0,66.0455220278773,3.765104826985938,0.3080775358197528,0.36694917753050227,0,2023-12-02 14:40:55.910203
184.56381006480194,54.694615858846994,RCC,107.44288117691463,0.0,10.545120137137726,3.3744419590892205,0.3691276201296039,0.5821448991383826,0,2023-12-03 14:40:55.910203
61.83458383342172,30.219768740922063,Tiled,33.641296960015225,0.0,13.684572959782788,2.0461633018231935,0.12366916766684344,0.5440530902025567,0,2023-12-04 14:40:55.910203
64.4838675606433,40.183379079491154,Tin,12.570969548293139,143.9292573672546,62.76418625705632,1.6047397564137387,0.12896773512128662,0.1949475090265541,1,2023-12-05 14:40:55.910203
64.80403888224072,28.81353597192975,Others,48.140242364438194,446.9107018188068,70.89455438064441,2.249083094011438,0.12960807776448144,0.7428586620821279,1,2023-12-06 14:40:55.910203
239.29386778217818,63.464689408822274,RCC,121.80644221815011,0.0,24.810680400997185,3.770503980098417,0.47858773556435635,0.5090245012881076,0,2023-12-07 14:40:55.910203
62.725685548838904,30.986557732715976,Tiled,47.13649515117335,1076.606920829143,15.189189746856346,2.0242869203353124,0.12545137109767782,0.751470374333366,1,2023-12-08 14:40:55.910203
53.87317173257037,32.225131770863456,Tin,19.680245469825017,0.0,60.73292379138837,1.6717750122438633,0.10774634346514074,0.36530696952858016,0,2023-12-09 14:40:55.910203
131.60329157021846,36.55001259051323,Others,90.43167506622447,4.68638888449534,79.44741186455258,3.600635913426223,0.26320658314043693,0.6871535909177471,1,2023-12-10 14:40:55.910203
305.9221827915453,69.50070447360477,RCC,154.56704539377003,0.0,29.958537984969944,4.401713345308841,0.6118443655830906,0.5052495490130643,0,2023-12-11 14:40:55.910203
154.61420757432631,52.094756206131905,Tiled,87.60508828846542,0.0,40.04946075765106,2.9679418019463806,0.3092284151486526,0.5666043832339757,0,2023-12-12 14:40:55.910203
66.23767345248095,33.47375810398308,Tin,76.27104210368657,0.0,57.32944457514086,1.9787939934298941,0.1324753469049619,1.1514752402487134,0,2023-12-13 14:40:55.910203
65.0793708538841,34.668317260470786,Others,72.39633927286499,0.0,75.69358932648956,1.8772001100523052,0.1301587417077682,1.1124314388806473,0,2023-12-14 14:40:55.910203
252.24533274498546,60.895024682302974,RCC,136.22775047708652,0.0,4.37078312553229,4.14229783005563,0.5044906654899709,0.5400605373132881,0,2023-12-15 14:40:55.910203
159.75356333239708,49.155828482115965,Tiled,75.050013533259,0.0,8.468003367302652,3.24994136027181,0.31950712666479414,0.4697861599951752,0,2023-12-16 14:40:55.910203
54.23599474077742,29.39137352251885,Tin,92.29037834598043,0.0,65.0628545745099,1.845303107523036,0.10847198948155484,1.7016443984376184,0,2023-12-17 14:40:55.910203
64.97412881930342,36.01443969876465,Others,10.0,0.0,81.87765395244386,1.8041132267682873,0.12994825763860685,0.1539074094229587,0,2023-12-18 14:40:55.910203
303.53666091040145,74.55657541688758,RCC,130.48542091451236,0.0,6.280413617377767,4.071225846170269,0.6070733218208029,0.42988356033588226,0,2023-12-19 14:40:55.910203
159.88293923144863,43.05864835294532,Tiled,56.43622615708172,118.65952897649065,14.054716158959213,3.7131433900982835,0.3197658784628973,0.35298466537695583,1,2023-12-20 14:40:55.910203
33.52164590693446,22.271111536157644,Tin,36.7710642744874,0.0,53.184314492477945,1.5051626115449475,0.06704329181386892,1.0969348963245822,0,2023-12-21 14:40:55.910203
106.6309268390401,37.22235170223242,Others,10.0,0.0,52.819270944385934,2.864701425298269,0.2132618536780802,0.09378142160682544,0,2023-12-22 14:40:55.910203
169.30986601287884,50.035145395282,RCC,113.36573684687312,0.0,30.28908020897561,3.383818739637858,0.3386197320257577,0.6695754881093242,0,2023-12-23 14:40:55.910203
106.9671847904354,42.252453755767746,Tiled,62.58387236020254,0.0,13.75055022384284,2.5316205983472155,0.21393436958087078,0.585075431289869,0,2023-12-24 14:40:55.910203
89.47577778759245,37.984521258197226,Tin,21.959850513710503,61.99446666860756,32.890112586944895,2.3555851822852185,0.17895155557518488,0.24542787792706713,1,2023-12-25 14:40:55.910203
30.0,18.22181682400648,Others,58.86729454207403,547.1193474949713,55.03806415765613,1.6463780007983757,0.06,1.9622430859943647,1,2023-12-26 14:40:55.910203
261.8428015515146,60.93667170357733,RCC,127.33341621192635,0.0,17.190736054406972,4.29696584887778,0.5236856031030291,0.4862971789605519,0,2023-12-27 14:40:55.910203
114.12254988619571,44.310139013169525,Tiled,44.83963913574962,801.3869093235094,12.893564236437589,2.5755402680351964,0.22824509977239144,0.39290778893002676,1,2023-12-28 14:40:55.910203
62.518149955150434,27.484611363789075,Tin,10.0,54.283855732899724,32.11700787981358,2.274660058059177,0.12503629991030088,0.1599535470454628,1,2023-12-29 14:40:55.910203
30.0,19.625630854972183,Others,39.56987057862501,46.73356116133379,84.61380458979575,1.528613204491526,0.06,1.3189956419876454,1,2023-12-30 14:40:55.910203
139.0055973796141,49.33767545056779,RCC,106.22410636882687,0.0,4.739510514042131,2.8174329919830345,0.2780111947592282,0.7641714262380758,0,2023-12-31 14:40:55.910203
143.15668963246844,48.519210211567646,Tiled,61.38247516925512,0.0,24.31257416191693,2.950515601093241,0.2863133792649369,0.42877824919021534,0,2024-01-01 14:40:55.910203
